Count_Bands,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05CorrectIlluminationCalculate,ExecutionTime_06CorrectIlluminationApply,ExecutionTime_07IdentifyPrimaryObjects,ExecutionTime_08MaskImage,ExecutionTime_09MeasureObjectSizeShape,ExecutionTime_10MeasureObjectIntensity,ExecutionTime_11OverlayOutlines,ExecutionTime_12SaveImages,FileName_OrigBlot,Frame_OrigBlot,Group_Index,Group_Number,Height_OrigBlot,ImageNumber,MD5Digest_OrigBlot,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05CorrectIlluminationCalculate,ModuleError_06CorrectIlluminationApply,ModuleError_07IdentifyPrimaryObjects,ModuleError_08MaskImage,ModuleError_09MeasureObjectSizeShape,ModuleError_10MeasureObjectIntensity,ModuleError_11OverlayOutlines,ModuleError_12SaveImages,PathName_OrigBlot,Scaling_OrigBlot,Series_OrigBlot,Threshold_FinalThreshold_Bands,Threshold_OrigThreshold_Bands,Threshold_SumOfEntropies_Bands,Threshold_WeightedVariance_Bands,URL_OrigBlot,Width_OrigBlot
100.0,0.0,0.0,1.078125,0.0,153.0625,0.015625,1.140625,0.015625,0.1875,0.203125,0.0625,1.484375,skew_sim_data.tif,0,1,1,700,1,d983c0c37b1d2431b45c776d2188f320,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\kevin\Documents\GitHub\summit-manuscript-cellprofiler\images,65535,0,0.057515072636306286,0.057515072636306286,-12.681570158049256,1.2758413959429635,file:///C:/Users/kevin/Documents/GitHub/summit-manuscript-cellprofiler/images/skew_sim_data.tif,2200
